machine_id,timestamp,temperature_C,vibration_mm_s,rpm,current_A,status
CNC_01,2026-04-10T08:46:02.966Z,70.18,1.77,1460,12.29,running
CNC_01,2026-04-10T08:47:02.966Z,70.48,1.75,1461,12.42,running
CNC_01,2026-04-10T08:48:02.966Z,70.26,1.85,1465,12.2,running
CNC_01,2026-04-10T08:49:02.966Z,72.01,1.74,1459,12.16,running
CNC_01,2026-04-10T08:50:02.966Z,71.67,1.75,1491,12.37,running
CNC_01,2026-04-10T08:51:02.966Z,73.43,1.77,1463,12.77,running
CNC_01,2026-04-10T08:52:02.966Z,72.64,1.78,1485,12.72,running
CNC_01,2026-04-10T08:53:02.966Z,73.97,1.73,1470,12.41,running
CNC_01,2026-04-10T08:54:02.966Z,72.71,1.82,1496,12.36,running
CNC_01,2026-04-10T08:55:02.966Z,73.79,1.75,1465,12.13,running
CNC_01,2026-04-10T08:56:02.966Z,73.47,1.81,1470,12.23,running
CNC_01,2026-04-10T08:57:02.966Z,72.65,1.78,1467,12.28,running
CNC_01,2026-04-10T08:58:02.966Z,73.18,1.82,1484,12.64,running
CNC_01,2026-04-10T08:59:02.966Z,73.41,1.83,1470,12.57,running
CNC_01,2026-04-10T09:00:02.966Z,71.09,1.87,1459,12.59,running
CNC_01,2026-04-10T09:01:02.966Z,70.01,1.73,1487,12.39,running
CNC_01,2026-04-10T09:02:02.966Z,69.86,1.84,1478,12.59,running
CNC_01,2026-04-10T09:03:02.966Z,70.17,1.84,1476,12.13,running
CNC_01,2026-04-10T09:04:02.966Z,70.34,1.77,1490,12.68,running
CNC_01,2026-04-10T09:05:02.966Z,70.96,1.73,1502,12.81,running
CNC_01,2026-04-10T09:06:02.966Z,71.02,1.84,1476,12.39,running
CNC_01,2026-04-10T09:07:02.966Z,70.8,1.8,1488,12.41,running
CNC_01,2026-04-10T09:08:02.966Z,72.6,1.73,1464,12.47,running
CNC_01,2026-04-10T09:09:02.966Z,71.31,1.79,1502,12.31,running
CNC_01,2026-04-10T09:10:02.966Z,73.3,1.78,1493,12.14,running
CNC_01,2026-04-10T09:11:02.966Z,71.79,1.81,1472,12.84,running
CNC_01,2026-04-10T09:12:02.966Z,74.02,1.74,1465,12.46,running
CNC_01,2026-04-10T09:13:02.966Z,69.96,1.82,1465,12.53,running
CNC_01,2026-04-10T09:14:02.966Z,74.14,1.83,1474,12.45,running
CNC_01,2026-04-10T09:15:02.966Z,71.55,1.75,1472,12.75,running
CNC_01,2026-04-10T09:16:02.966Z,72.98,1.87,1467,12.37,running
CNC_01,2026-04-10T09:17:02.966Z,70.89,1.81,1492,12.16,running
CNC_01,2026-04-10T09:18:02.966Z,71.4,1.76,1496,12.5,running
CNC_01,2026-04-10T09:19:02.966Z,73.54,1.86,1460,12.68,running
CNC_01,2026-04-10T09:20:02.966Z,72.06,1.79,1497,12.29,running
CNC_01,2026-04-10T09:21:02.966Z,73.81,1.84,1472,12.35,running
CNC_01,2026-04-10T09:22:02.966Z,73.35,1.78,1467,12.76,running
CNC_01,2026-04-10T09:23:02.966Z,72.25,1.73,1497,12.63,running
CNC_01,2026-04-10T09:24:02.966Z,71.25,1.86,1494,12.67,running
CNC_01,2026-04-10T09:25:02.966Z,72.99,1.73,1484,12.43,running
CNC_01,2026-04-10T09:26:02.966Z,70.12,1.76,1484,12.7,running
CNC_01,2026-04-10T09:27:02.966Z,70.81,1.84,1496,12.68,running
CNC_01,2026-04-10T09:28:02.966Z,73.08,1.74,1473,12.81,running
CNC_01,2026-04-10T09:29:02.966Z,72.47,1.75,1488,12.31,running
CNC_01,2026-04-10T09:30:02.966Z,71.43,1.8,1472,12.27,running
CNC_01,2026-04-10T09:31:02.966Z,74.09,1.81,1473,12.22,running
CNC_01,2026-04-10T09:32:02.966Z,72.38,1.76,1469,12.41,running
CNC_01,2026-04-10T09:33:02.966Z,73.16,1.8,1476,12.83,running
CNC_01,2026-04-10T09:34:02.966Z,73.83,1.83,1471,12.57,running
CNC_01,2026-04-10T09:35:02.966Z,70.46,1.83,1485,12.62,running
CNC_01,2026-04-10T09:36:02.966Z,71.41,1.76,1489,12.36,running
CNC_01,2026-04-10T09:37:02.966Z,70.51,1.79,1501,12.35,running
CNC_01,2026-04-10T09:38:02.966Z,71.06,1.75,1458,12.3,running
CNC_01,2026-04-10T09:39:02.966Z,71.9,1.73,1473,12.52,running
CNC_01,2026-04-10T09:40:02.966Z,73.03,1.8,1458,12.23,running
CNC_01,2026-04-10T09:41:02.966Z,71.1,1.82,1500,12.8,running
CNC_01,2026-04-10T09:42:02.966Z,73.92,1.86,1461,12.34,running
CNC_01,2026-04-10T09:43:02.966Z,71.53,1.8,1469,12.82,running
CNC_01,2026-04-10T09:44:02.966Z,71.2,1.79,1484,12.54,running
CNC_01,2026-04-10T09:45:02.966Z,72.5,1.77,1459,12.8,running
CNC_01,2026-04-10T09:46:02.966Z,73.41,1.87,1466,12.71,running
CNC_01,2026-04-10T09:47:02.966Z,71.43,1.83,1468,12.29,running
CNC_01,2026-04-10T09:48:02.966Z,74.12,1.81,1465,12.38,running
CNC_01,2026-04-10T09:49:02.966Z,72.81,1.79,1502,12.52,running
CNC_01,2026-04-10T09:50:02.966Z,72.97,1.86,1490,12.33,running
CNC_01,2026-04-10T09:51:02.966Z,73.33,1.75,1475,12.28,running
CNC_01,2026-04-10T09:52:02.966Z,71.16,1.77,1476,12.51,running
CNC_01,2026-04-10T09:53:02.966Z,70.1,1.85,1476,12.57,running
CNC_01,2026-04-10T09:54:02.966Z,73.52,1.82,1502,12.71,running
CNC_01,2026-04-10T09:55:02.966Z,72.59,1.84,1493,12.31,running
CNC_01,2026-04-10T09:56:02.966Z,70.74,1.75,1473,12.31,running
CNC_01,2026-04-10T09:57:02.966Z,71.66,1.83,1481,12.56,running
CNC_01,2026-04-10T09:58:02.966Z,72.11,1.75,1460,12.41,running
CNC_01,2026-04-10T09:59:02.966Z,73.85,1.83,1484,12.55,running
CNC_01,2026-04-10T10:00:02.966Z,72.56,1.82,1502,12.52,running
CNC_01,2026-04-10T10:01:02.966Z,71.45,1.83,1464,12.47,running
CNC_01,2026-04-10T10:02:02.966Z,70.23,1.75,1487,12.33,running
CNC_01,2026-04-10T10:03:02.966Z,74.12,1.77,1483,12.35,running
CNC_01,2026-04-10T10:04:02.966Z,70.54,1.74,1501,12.62,running
CNC_01,2026-04-10T10:05:02.966Z,73.55,1.74,1501,12.67,running
CNC_01,2026-04-10T10:06:02.966Z,69.99,1.76,1470,12.18,running
CNC_01,2026-04-10T10:07:02.966Z,73.18,1.81,1484,12.69,running
CNC_01,2026-04-10T10:08:02.966Z,70.48,1.82,1495,12.21,running
CNC_01,2026-04-10T10:09:02.966Z,72.32,1.75,1459,12.19,running
CNC_01,2026-04-10T10:10:02.966Z,69.85,1.83,1471,12.17,running
CNC_01,2026-04-10T10:11:02.966Z,70.73,1.79,1491,12.32,running
CNC_01,2026-04-10T10:12:02.966Z,70.47,1.76,1478,12.26,running
CNC_01,2026-04-10T10:13:02.966Z,70.09,1.82,1470,12.79,running
CNC_01,2026-04-10T10:14:02.966Z,70.07,1.78,1501,12.13,running
CNC_01,2026-04-10T10:15:02.966Z,73.19,1.83,1483,12.27,running
CNC_01,2026-04-10T10:16:02.966Z,73.49,1.81,1461,12.61,running
CNC_01,2026-04-10T10:17:02.966Z,70.58,1.73,1489,12.24,running
CNC_01,2026-04-10T10:18:02.966Z,73.92,1.81,1489,12.65,running
CNC_01,2026-04-10T10:19:02.966Z,73.32,1.86,1501,12.74,running
CNC_01,2026-04-10T10:20:02.966Z,73.73,1.8,1481,12.13,running
CNC_01,2026-04-10T10:21:02.966Z,71.29,1.79,1496,12.24,running
CNC_01,2026-04-10T10:22:02.966Z,71.87,1.75,1463,12.45,running
CNC_01,2026-04-10T10:23:02.966Z,71.67,1.78,1459,12.41,running
CNC_01,2026-04-10T10:24:02.966Z,70.8,1.77,1472,12.17,running
CNC_01,2026-04-10T10:25:02.966Z,70.3,1.82,1488,12.22,running
CNC_01,2026-04-10T10:26:02.966Z,69.94,1.8,1462,12.37,running
CNC_01,2026-04-10T10:27:02.966Z,73.45,1.74,1491,12.23,running
CNC_01,2026-04-10T10:28:02.966Z,70.48,1.8,1473,12.36,running
CNC_01,2026-04-10T10:29:02.966Z,70.86,1.86,1464,12.76,running
CNC_01,2026-04-10T10:30:02.966Z,69.95,1.82,1482,12.8,running
CNC_01,2026-04-10T10:31:02.966Z,71.15,1.82,1484,12.77,running
CNC_01,2026-04-10T10:32:02.966Z,74.15,1.75,1466,12.45,running
CNC_01,2026-04-10T10:33:02.966Z,72.08,1.78,1483,12.3,running
CNC_01,2026-04-10T10:34:02.966Z,70.47,1.81,1484,12.58,running
CNC_01,2026-04-10T10:35:02.966Z,71.88,1.82,1491,12.24,running
CNC_01,2026-04-10T10:36:02.966Z,73.85,1.87,1474,12.34,running
CNC_01,2026-04-10T10:37:02.966Z,74.11,1.73,1472,12.26,running
CNC_01,2026-04-10T10:38:02.966Z,73.0,1.8,1473,12.4,running
CNC_01,2026-04-10T10:39:02.966Z,72.44,1.81,1487,12.32,running
CNC_01,2026-04-10T10:40:02.966Z,70.8,1.82,1471,12.16,running
CNC_01,2026-04-10T10:41:02.966Z,71.62,1.73,1492,12.47,running
CNC_01,2026-04-10T10:42:02.966Z,71.9,1.84,1500,12.76,running
CNC_01,2026-04-10T10:43:02.966Z,73.76,1.82,1475,12.35,running
CNC_01,2026-04-10T10:44:02.966Z,70.22,1.84,1465,12.78,running
CNC_01,2026-04-10T10:45:02.966Z,73.17,1.82,1485,12.16,running
CNC_01,2026-04-10T10:46:02.966Z,73.39,1.86,1484,12.56,running
CNC_01,2026-04-10T10:47:02.966Z,73.86,1.79,1464,12.66,running
CNC_01,2026-04-10T10:48:02.966Z,70.67,1.73,1502,12.85,running
CNC_01,2026-04-10T10:49:02.966Z,73.87,1.82,1463,12.71,running
CNC_01,2026-04-10T10:50:02.966Z,70.54,1.83,1470,12.79,running
CNC_01,2026-04-10T10:51:02.966Z,71.62,1.84,1478,12.82,running
CNC_01,2026-04-10T10:52:02.966Z,71.74,1.84,1462,12.76,running
CNC_01,2026-04-10T10:53:02.966Z,73.84,1.73,1472,12.3,running
CNC_01,2026-04-10T10:54:02.966Z,73.47,1.84,1497,12.27,running
CNC_01,2026-04-10T10:55:02.966Z,70.73,1.84,1481,12.23,running
CNC_01,2026-04-10T10:56:02.966Z,74.08,1.74,1473,12.6,running
CNC_01,2026-04-10T10:57:02.966Z,71.47,1.78,1494,12.63,running
CNC_01,2026-04-10T10:58:02.966Z,70.36,1.84,1490,12.48,running
CNC_01,2026-04-10T10:59:02.966Z,73.54,1.79,1485,12.69,running
CNC_01,2026-04-10T11:00:02.966Z,70.27,1.75,1475,12.62,running
CNC_01,2026-04-10T11:01:02.966Z,70.71,1.83,1480,12.28,running
CNC_01,2026-04-10T11:02:02.966Z,70.42,1.77,1458,12.76,running
CNC_01,2026-04-10T11:03:02.966Z,71.1,1.77,1485,12.47,running
CNC_01,2026-04-10T11:04:02.966Z,71.34,1.75,1491,12.63,running
CNC_01,2026-04-10T11:05:02.966Z,73.64,1.83,1484,12.62,running
CNC_01,2026-04-10T11:06:02.966Z,72.98,1.76,1482,12.18,running
CNC_01,2026-04-10T11:07:02.966Z,74.08,1.8,1471,12.68,running
CNC_01,2026-04-10T11:08:02.966Z,74.12,1.81,1490,12.41,running
CNC_01,2026-04-10T11:09:02.966Z,72.06,1.81,1495,12.66,running
CNC_01,2026-04-10T11:10:02.966Z,71.22,1.73,1480,12.55,running
CNC_01,2026-04-10T11:11:02.966Z,73.1,1.78,1481,12.21,running
CNC_01,2026-04-10T11:12:02.966Z,71.09,1.77,1477,12.79,running
CNC_01,2026-04-10T11:13:02.966Z,72.18,1.76,1480,12.17,running
CNC_01,2026-04-10T11:14:02.966Z,74.06,1.86,1461,12.36,running
CNC_01,2026-04-10T11:15:02.966Z,73.2,1.81,1467,12.51,running
CNC_01,2026-04-10T11:16:02.966Z,71.55,1.78,1495,12.63,running
CNC_01,2026-04-10T11:17:02.966Z,70.46,1.86,1502,12.35,running
CNC_01,2026-04-10T11:18:02.966Z,73.08,1.74,1459,12.16,running
CNC_01,2026-04-10T11:19:02.966Z,72.72,1.77,1463,12.57,running
CNC_01,2026-04-10T11:20:02.966Z,72.43,1.77,1495,12.27,running
CNC_01,2026-04-10T11:21:02.966Z,73.56,1.82,1473,12.52,running
CNC_01,2026-04-10T11:22:02.966Z,70.31,1.77,1487,12.81,running
CNC_01,2026-04-10T11:23:02.966Z,70.74,1.78,1471,12.81,running
CNC_01,2026-04-10T11:24:02.966Z,70.04,1.77,1478,12.51,running
CNC_01,2026-04-10T11:25:02.966Z,72.91,1.85,1469,12.64,running
CNC_01,2026-04-10T11:26:02.966Z,73.35,1.83,1478,12.32,running
CNC_01,2026-04-10T11:27:02.966Z,73.05,1.84,1470,12.55,running
CNC_01,2026-04-10T11:28:02.966Z,71.48,1.74,1484,12.51,running
CNC_01,2026-04-10T11:29:02.966Z,70.91,1.83,1462,12.56,running
CNC_01,2026-04-10T11:30:02.966Z,71.24,1.87,1482,12.43,running
CNC_01,2026-04-10T11:31:02.966Z,72.06,1.84,1486,12.85,running
CNC_01,2026-04-10T11:32:02.966Z,71.59,1.8,1465,12.68,running
CNC_01,2026-04-10T11:33:02.966Z,71.0,1.77,1486,12.75,running
CNC_01,2026-04-10T11:34:02.966Z,70.14,1.75,1475,12.81,running
CNC_01,2026-04-10T11:35:02.966Z,71.22,1.79,1488,12.27,running
CNC_01,2026-04-10T11:36:02.966Z,71.62,1.79,1488,12.41,running
CNC_01,2026-04-10T11:37:02.966Z,73.33,1.8,1489,12.81,running
CNC_01,2026-04-10T11:38:02.966Z,73.97,1.78,1464,12.19,running
CNC_01,2026-04-10T11:39:02.966Z,72.91,1.78,1460,12.58,running
CNC_01,2026-04-10T11:40:02.966Z,70.75,1.83,1465,12.69,running
CNC_01,2026-04-10T11:41:02.966Z,70.29,1.81,1492,12.17,running
CNC_01,2026-04-10T11:42:02.966Z,72.63,1.77,1486,12.47,running
CNC_01,2026-04-10T11:43:02.966Z,74.04,1.75,1474,12.17,running
CNC_01,2026-04-10T11:44:02.966Z,74.0,1.78,1482,12.85,running
CNC_01,2026-04-10T11:45:02.966Z,70.99,1.81,1485,12.25,running
CNC_01,2026-04-10T11:46:02.966Z,72.4,1.74,1490,12.84,running
CNC_01,2026-04-10T11:47:02.966Z,73.08,1.73,1458,12.49,running
CNC_01,2026-04-10T11:48:02.966Z,72.7,1.76,1491,12.18,running
CNC_01,2026-04-10T11:49:02.966Z,70.48,1.82,1470,12.49,running
CNC_01,2026-04-10T11:50:02.966Z,73.55,1.85,1483,12.82,running
CNC_01,2026-04-10T11:51:02.966Z,72.24,1.86,1471,12.73,running
CNC_01,2026-04-10T11:52:02.966Z,73.29,1.73,1490,12.79,running
CNC_01,2026-04-10T11:53:02.966Z,70.87,1.74,1469,12.79,running
CNC_01,2026-04-10T11:54:02.966Z,72.25,1.87,1474,12.69,running
CNC_01,2026-04-10T11:55:02.966Z,70.49,1.8,1486,12.31,running
CNC_01,2026-04-10T11:56:02.966Z,73.58,1.78,1493,12.7,running
CNC_01,2026-04-10T11:57:02.966Z,70.34,1.79,1472,12.25,running
CNC_01,2026-04-10T11:58:02.966Z,71.53,1.74,1500,12.6,running
CNC_01,2026-04-10T11:59:02.966Z,70.79,1.86,1468,12.84,running
CNC_01,2026-04-10T12:00:02.966Z,71.62,1.83,1459,12.78,running
CNC_01,2026-04-10T12:01:02.966Z,73.89,1.87,1459,12.74,running
CNC_01,2026-04-10T12:02:02.966Z,73.3,1.8,1480,12.17,running
CNC_01,2026-04-10T12:03:02.966Z,71.63,1.74,1467,12.43,running
CNC_01,2026-04-10T12:04:02.966Z,71.94,1.82,1468,12.61,running
CNC_01,2026-04-10T12:05:02.966Z,71.06,1.84,1458,12.76,running
CNC_01,2026-04-10T12:06:02.966Z,72.33,1.86,1485,12.32,running
CNC_01,2026-04-10T12:07:02.966Z,69.89,1.84,1498,12.21,running
CNC_01,2026-04-10T12:08:02.966Z,71.79,1.75,1475,12.63,running
CNC_01,2026-04-10T12:09:02.966Z,71.18,1.75,1467,12.71,running
CNC_01,2026-04-10T12:10:02.966Z,70.4,1.85,1463,12.45,running
CNC_01,2026-04-10T12:11:02.966Z,73.06,1.83,1458,12.18,running
CNC_01,2026-04-10T12:12:02.966Z,72.17,1.83,1497,12.39,running
CNC_01,2026-04-10T12:13:02.966Z,71.51,1.76,1485,12.54,running
CNC_01,2026-04-10T12:14:02.966Z,70.61,1.85,1478,12.33,running
CNC_01,2026-04-10T12:15:02.966Z,72.54,1.86,1500,12.68,running
CNC_01,2026-04-10T12:16:02.966Z,72.77,1.84,1480,12.48,running
CNC_01,2026-04-10T12:17:02.966Z,73.67,1.84,1487,12.49,running
CNC_01,2026-04-10T12:18:02.966Z,73.32,1.85,1487,12.3,running
CNC_01,2026-04-10T12:19:02.966Z,73.28,1.86,1479,12.77,running
CNC_01,2026-04-10T12:20:02.966Z,73.13,1.78,1466,12.34,running
CNC_01,2026-04-10T12:21:02.966Z,71.25,1.82,1462,12.25,running
CNC_01,2026-04-10T12:22:02.966Z,72.18,1.75,1498,12.38,running
CNC_01,2026-04-10T12:23:02.966Z,73.07,1.77,1461,12.72,running
CNC_01,2026-04-10T12:24:02.966Z,71.0,1.76,1491,12.85,running
CNC_01,2026-04-10T12:25:02.966Z,71.62,1.81,1479,12.15,running
CNC_01,2026-04-10T12:26:02.966Z,70.71,1.73,1499,12.27,running
CNC_01,2026-04-10T12:27:02.966Z,74.08,1.84,1482,12.41,running
CNC_01,2026-04-10T12:28:02.966Z,72.09,1.8,1498,12.39,running
CNC_01,2026-04-10T12:29:02.966Z,73.92,1.83,1494,12.28,running
CNC_01,2026-04-10T12:30:02.966Z,73.44,1.79,1498,12.62,running
CNC_01,2026-04-10T12:31:02.966Z,74.07,1.83,1483,12.37,running
CNC_01,2026-04-10T12:32:02.966Z,73.65,1.81,1464,12.53,running
CNC_01,2026-04-10T12:33:02.966Z,71.64,1.76,1465,12.79,running
CNC_01,2026-04-10T12:34:02.966Z,71.46,1.84,1495,12.79,running
CNC_01,2026-04-10T12:35:02.966Z,73.1,1.83,1469,12.84,running
CNC_01,2026-04-10T12:36:02.966Z,70.05,1.83,1489,12.56,running
CNC_01,2026-04-10T12:37:02.966Z,71.39,1.75,1493,12.65,running
CNC_01,2026-04-10T12:38:02.966Z,71.46,1.82,1487,12.37,running
CNC_01,2026-04-10T12:39:02.966Z,72.92,1.86,1466,12.56,running
CNC_01,2026-04-10T12:40:02.966Z,71.08,1.8,1462,12.85,running
CNC_01,2026-04-10T12:41:02.966Z,71.0,1.75,1460,12.32,running
CNC_01,2026-04-10T12:42:02.966Z,71.2,1.85,1479,12.27,running
CNC_01,2026-04-10T12:43:02.966Z,72.75,1.75,1466,12.46,running
CNC_01,2026-04-10T12:44:02.966Z,70.03,1.82,1483,12.83,running
CNC_01,2026-04-10T12:45:02.966Z,71.64,1.73,1489,12.42,running
CNC_01,2026-04-10T12:46:02.966Z,70.35,1.78,1462,12.13,running
CNC_01,2026-04-10T12:47:02.966Z,70.59,1.86,1502,12.31,running
CNC_01,2026-04-10T12:48:02.966Z,73.18,1.87,1460,12.61,running
CNC_01,2026-04-10T12:49:02.966Z,73.52,1.78,1488,12.53,running
CNC_01,2026-04-10T12:50:02.966Z,73.96,1.87,1487,12.43,running
CNC_01,2026-04-10T12:51:02.966Z,71.37,1.78,1479,12.57,running
CNC_01,2026-04-10T12:52:02.966Z,70.08,1.8,1460,12.75,running
CNC_01,2026-04-10T12:53:02.966Z,71.0,1.82,1483,12.35,running
CNC_01,2026-04-10T12:54:02.966Z,69.94,1.78,1478,12.48,running
CNC_01,2026-04-10T12:55:02.966Z,73.2,1.84,1490,12.79,running
CNC_01,2026-04-10T12:56:02.966Z,70.8,1.76,1464,12.29,running
CNC_01,2026-04-10T12:57:02.966Z,73.12,1.86,1463,12.61,running
